timestamp,temp_ch1,temp_ch2,battery_level
2026-04-29 23:55:31,24.1,23.9,5
2026-04-30 00:15:31,23.8,24.3,5
2026-04-30 00:45:31,24.7,24.6,5
2026-04-30 00:45:31,24.7,24.6,5
2026-04-30 00:45:31,24.7,24.6,5
2026-04-30 00:45:31,24.7,24.6,5
2026-04-30 00:45:31,24.7,24.6,5
2026-04-30 00:45:31,24.7,24.6,5
